userid,country,state,county,city
USER_eb3c1381,United States of America,New Jersey,Ocean,Toms River Township
USER_ed4c525b,United States of America,New Jersey,Middlesex,North Brunswick Township
USER_c0af1b54,United States of America,New York,Kings,NYC
USER_480ce676,United States of America,Florida,Broward County,Sunrise
USER_0d023556,United States of America,New York,Bronx County,NYC
USER_c63a43da,United States of America,Georgia,Clayton,UKN
USER_cab74878,United States of America,New York,Erie,Cheektowaga
USER_5a22b51f,United States of America,California,Sacramento,Sacramento
USER_68183c28,United States of America,Georgia,Fulton County,Atlanta
USER_ad0cdce8,United States of America,New Jersey,Middlesex County,Woodbridge Township
USER_b5668e8a,United States of America,California,Los Angeles County,Glendale
USER_43a53512,United States of America,New York,Kings,NYC
USER_917a8f95,United States of America,Texas,Harris County,Houston
USER_aa710b21,United States of America,Texas,Denton County,Denton
USER_da9558bf,United States of America,Connecticut,Hartford County,UKN
USER_2782049d,United States of America,New Jersey,Middlesex,Woodbridge Township
USER_f55c6ac5,United States of America,North Carolina,Mecklenburg,UKN
USER_b45a8016,United States of America,California,Orange County,Garden Grove
USER_60e7614f,United States of America,Virginia,Norfolk (city),Virginia Beach
USER_9766011f,United States of America,Georgia,Clayton,College Park
USER_2844bcd5,United States of America,New York,Kings,NYC
USER_542e171e,United States of America,New York,New York,NYC
USER_b011ff67,United States of America,New Jersey,Hudson County,Jersey City
USER_222f46f6,United States of America,Delaware,New Castle,Newark
USER_e3cc72af,United States of America,Virginia,Richmond (city),Richmond
USER_52eed52f,United States of America,Connecticut,New Haven,Milford city (balance)
USER_5822156f,United States of America,New York,Westchester,Mount Vernon
USER_0aac613a,United States of America,Indiana,Marion,Indianapolis
USER_84a6b7d4,United States of America,Georgia,Fulton County,Atlanta
USER_3ef5a5b1,United States of America,Illinois,Champaign County,Urbana
USER_8a9ab36d,United States of America,New York,Kings,NYC
USER_2e07416c,United States of America,Missouri,Jackson,Independence
USER_61d2c9b1,United States of America,Georgia,Douglas,UKN
USER_18668846,United States of America,New York,Kings,NYC
USER_14f28e72,United States of America,Mississippi,Hinds,Jackson
USER_85228e81,United States of America,New York,New York,NYC
USER_1d9aedd4,United States of America,Virginia,Suffolk (city),Portsmouth
USER_4139eebd,United States of America,Georgia,Camden,UKN
USER_84f8e565,United States of America,California,San Bernardino County,San Bernardino
USER_588356c5,United States of America,Massachusetts,Norfolk County,Foxborough
USER_72207e41,United States of America,Michigan,Ingham County,Lansing
USER_47403e7c,United States of America,California,Santa Barbara,Santa Barbara
USER_ab02f69c,United States of America,Texas,Bexar County,San Antonio
USER_0920b2b5,United States of America,Rhode Island,Providence,Providence
USER_6c58079b,United States of America,Florida,Duval County,Jacksonville
USER_a9e8893f,United States of America,Michigan,Washtenaw,Ypsilanti Township
USER_67712a62,United States of America,Massachusetts,Suffolk County,Boston
USER_acd965d4,United States of America,New York,Kings,NYC
USER_1729ec6a,United States of America,Arkansas,Pulaski County,UKN
USER_199e96f8,United States of America,New York,Westchester,UKN
USER_2b189c0d,United States of America,Georgia,Gwinnett County,UKN
USER_e10d6f93,United States of America,Louisiana,East Baton Rouge Parish,UKN
USER_b434f717,United States of America,Texas,Fort Bend,Stafford
USER_558acca4,United States of America,New York,Kings,NYC
USER_98e8ae0b,United States of America,Virginia,Chesterfield,Bon Air
USER_b52528ed,United States of America,New York,Erie,Lackawanna
USER_9ffe52f2,United States of America,New York,Kings,NYC
USER_76aa002a,United States of America,New York,New York,NYC
USER_902c8c8d,United States of America,New York,Kings County,NYC
USER_e2498794,United States of America,Arizona,Maricopa,Phoenix
USER_2445cb6b,United States of America,Kentucky,Jefferson County,Hurstbourne
USER_84c6cec6,United States of America,California,Santa Barbara,Santa Maria
USER_62ab79f4,United States of America,Virginia,Newport News (city),Hampton
USER_0804dc10,United States of America,Texas,Harris County,Houston
USER_8ff44e76,United States of America,Louisiana,Jefferson,UKN
USER_c6e1d257,United States of America,New York,Kings County,NYC
USER_9eff5f16,United States of America,Delaware,Kent,Dover
USER_4587a3c6,United States of America,New York,Westchester,Yonkers
USER_8161642c,United States of America,New York,Nassau,Baldwin
USER_10469980,United States of America,Florida,Hillsborough County,UKN
USER_c6ef9acc,United States of America,California,Los Angeles,UKN
USER_75dab56a,United States of America,New York,Nassau,UKN
USER_a2c0b722,United States of America,Maryland,Baltimore County,Milford Mill
USER_bd4d681c,United States of America,Florida,Miami-Dade County,UKN
USER_7c1acc01,United States of America,New Jersey,Hudson,Union City
USER_29f758af,United States of America,Oregon,Tillamook,Pacific City
USER_eab9ee1c,United States of America,New York,Kings,NYC
USER_70da9d49,United States of America,Illinois,Cook County,Chicago
USER_3f973a02,United States of America,North Carolina,Hertford,UKN
USER_fa1ee6ac,United States of America,UKN,District of Columbia,Washington
USER_0caca26e,United States of America,New York,New York,NYC
USER_2cf3ebdf,United States of America,Nevada,Clark County,Las Vegas
USER_fc19cefa,United States of America,Texas,Travis,Austin
USER_570e6572,United States of America,North Carolina,Robeson County,UKN
USER_59114e2f,United States of America,Pennsylvania,Philadelphia County,Philadelphia
USER_154028ac,United States of America,California,Sacramento,Sacramento
USER_487256c3,United States of America,New York,Bronx County,NYC
USER_fe29b8a3,United States of America,Michigan,Genesee,Flint
USER_118837a7,United States of America,Alabama,Madison,UKN
USER_4f06b43d,United States of America,New York,Bronx County,NYC
USER_40a90d98,United States of America,Georgia,Fulton County,Sandy Springs
USER_dfc09d13,United States of America,New Jersey,Essex,South Orange
USER_54478915,United States of America,North Carolina,Pitt County,Greenville
USER_c7f1eb7f,United States of America,Florida,Broward County,Miramar
USER_f4cadf02,United States of America,Georgia,Fulton County,UKN
USER_5cab276e,United States of America,Virginia,Norfolk (city),Virginia Beach
USER_d770c23c,United States of America,Maryland,Baltimore County,Lutherville-Timonium
USER_dea1b9ca,United States of America,Texas,Harris,Houston
USER_9637f9ee,United States of America,New York,Queens County,NYC
USER_6650ca59,United States of America,Maryland,Baltimore,Baltimore
USER_21a6f9fb,United States of America,New York,Kings,NYC
USER_71aee4fd,United States of America,Texas,Tarrant County,Arlington
USER_55d04c66,United States of America,California,Contra Costa County,UKN
USER_52447833,United States of America,Tennessee,Shelby,Memphis
USER_789870b8,United States of America,Georgia,Gwinnett County,UKN
USER_0d72723d,United States of America,California,San Francisco City and County,San Francisco
USER_879a349d,United States of America,Maryland,Prince George's,Greater Landover
USER_f18a4402,United States of America,Georgia,Fulton County,Atlanta
USER_7b43a46b,United States of America,Illinois,Cook County,Skokie
USER_b96afb33,United States of America,North Carolina,Robeson,Fairmont
USER_ba5add8d,United States of America,Ohio,Cuyahoga County,Euclid
USER_db2b5c34,United States of America,New Jersey,Bergen,Teaneck Township
USER_60a8157b,United States of America,Delaware,New Castle,Glasgow, New Castle, Delaware, United States
USER_20658390,United States of America,Mississippi,Wayne County,UKN
USER_04762f1f,United States of America,Ohio,Franklin County,UKN
USER_f52ea66b,United States of America,California,San Bernardino County,Fontana
USER_f0da12b9,United States of America,New York,Bronx County,NYC
USER_affc28d3,United States of America,Maryland,Prince George's,Mitchellville
USER_19e670cf,United States of America,South Carolina,Richland,UKN
USER_a4dbab02,United States of America,North Carolina,Wake,Raleigh
USER_66bdca5d,United States of America,Illinois,Cook,Chicago
USER_aedf9818,United States of America,Florida,Miami-Dade County,Miami Gardens
USER_67b6fccb,United States of America,New Jersey,Hudson,Linden
USER_7236bd85,United States of America,Tennessee,Knox,Knoxville
USER_1a5d5143,United States of America,Arizona,Maricopa County,Glendale
USER_8b00f33d,United States of America,UKN,District of Columbia,Washington
USER_3e268288,United States of America,Tennessee,Davidson,Nashville-Davidson
USER_1a4624cd,United States of America,Florida,Leon County,Tallahassee
USER_32a5dbf3,United States of America,Georgia,Cherokee,Woodstock
USER_bb574504,United States of America,Connecticut,Hartford,Hartford
USER_1b29697d,United States of America,Michigan,Wayne,Detroit
USER_4d285c74,United States of America,New York,Nassau,Freeport
USER_1b61c9b9,United States of America,New York,Kings,NYC
USER_8386d78a,United States of America,Georgia,Newton County,Covington
USER_c296a14f,United States of America,Illinois,Cook County,UKN
USER_e036bb3b,United States of America,New Jersey,Bergen County,Waldwick
USER_83d130ae,United States of America,New Jersey,Union,Hillside
USER_7c30fec4,United States of America,Virginia,Newport News (city),Hampton
USER_e2257fac,United States of America,Tennessee,Davidson,Nashville-Davidson
USER_a4e6e878,United States of America,Tennessee,Davidson,Nashville-Davidson
USER_4a268e9a,United States of America,Georgia,DeKalb County,UKN
USER_ebdfd63f,United States of America,New York,Westchester County,Tarrytown
USER_ba05f517,United States of America,Ohio,Tuscarawas County,UKN
USER_3fbca6e4,United States of America,New York,Bronx County,NYC
USER_b2156df7,United States of America,Florida,Broward County,Sunrise
USER_26ecb239,United States of America,UKN,District of Columbia,Washington
USER_55d05fd0,United States of America,California,Sacramento,Sacramento
USER_d4e3d5d8,United States of America,New York,Queens County,NYC
USER_446ba6d1,United States of America,Maryland,Baltimore,Baltimore
USER_185814bb,United States of America,Wisconsin,Milwaukee,Milwaukee
USER_40f50149,United States of America,Maryland,Howard,Columbia
USER_198bdedf,United States of America,Ohio,Cuyahoga County,Cleveland
USER_8ef9efd4,United States of America,North Carolina,New Hanover,Wrightsboro
USER_7f865d5a,United States of America,Georgia,Fulton County,Atlanta
USER_46af6e83,United States of America,Georgia,Clayton County,UKN
USER_f4340562,United States of America,Georgia,Bulloch County,Statesboro
USER_12ca8a9b,United States of America,New Jersey,Essex County,Newark
USER_7b2a9039,United States of America,California,Los Angeles County,UKN
USER_013defd5,United States of America,Mississippi,Lamar,Hattiesburg
USER_cd9dca56,United States of America,California,San Diego County,San Diego
USER_d2aa6da3,United States of America,New York,Kings County,NYC
USER_2188b23d,United States of America,Kansas,Sedgwick,Wichita
USER_b6ef8a12,United States of America,North Carolina,Forsyth County,Winston-Salem
USER_844c0e71,United States of America,Texas,Harris,Houston
USER_74cf5804,United States of America,New York,Town of German Flatts,UKN
USER_20df9b22,United States of America,Colorado,Denver County,Denver
USER_7de1d512,United States of America,New York,Kings,NYC
USER_38e160ba,United States of America,New York,Kings,NYC
USER_74b5136d,Canada,Ontario,UKN,Toronto
USER_ab7aa5d5,United States of America,New York,Kings,NYC
USER_a5badee6,United States of America,Georgia,Clayton,UKN
USER_f5fae073,United States of America,Georgia,Lowndes,Valdosta
USER_dec3b195,United States of America,Pennsylvania,Westmoreland County,UKN
USER_cd81e56b,United States of America,Connecticut,Fairfield,UKN
USER_e14b1913,United States of America,Georgia,Fulton County,Sandy Springs
USER_a5bad229,United States of America,Wisconsin,Milwaukee,Whitefish Bay
USER_9a446619,United States of America,Louisiana,East Baton Rouge Parish,UKN
USER_9b74a265,United States of America,North Carolina,New Hanover County,Murraysville
USER_e4b63c5e,United States of America,New York,Nassau,Elmont
USER_8fe48fab,United States of America,Arizona,Pima,Tucson
USER_dd10b633,United States of America,Wisconsin,Milwaukee,Milwaukee
USER_1572fa58,United States of America,New York,Orange,Mechanicstown
USER_bce6c120,United States of America,Ohio,Cuyahoga County,Cleveland
USER_7e262ea5,United States of America,Texas,Bexar County,San Antonio
USER_7ce8435a,United States of America,New York,New York,NYC
USER_1b82871d,United States of America,Tennessee,Davidson,Nashville-Davidson
USER_207d96b2,United States of America,California,Orange County,Yorba Linda
USER_2085e00a,United States of America,Illinois,Cook,Chicago
USER_97159af9,United States of America,New York,Bronx County,NYC
USER_320c2035,United States of America,Florida,Leon County,Tallahassee
USER_134a32d2,United States of America,New York,Kings County,NYC
USER_ce9c16d9,United States of America,Arkansas,Pulaski,UKN
USER_e50c8182,United States of America,Oregon,Multnomah County,Portland
USER_36bfe4cd,United States of America,Arizona,Maricopa,UKN
USER_121ff09b,United States of America,New York,Suffolk,Mastic Beach
USER_f02ed0f9,United States of America,Pennsylvania,Delaware County,Lower Chichester Township
USER_4a9bc8d7,United States of America,Georgia,Clarke,Athens-Clarke County
USER_5859240b,United States of America,Texas,Harris County,UKN
USER_38f18dbc,United States of America,Virginia,Petersburg (city),Petersburg
USER_45001069,United States of America,California,Los Angeles County,Walnut
USER_a273e130,United States of America,New York,Queens County,NYC
USER_6107f564,United States of America,California,Riverside County,Corona
USER_7fd273b5,United States of America,South Carolina,Charleston,Charleston
USER_b87e1442,United States of America,Indiana,Marion,UKN
USER_1045ffc2,United States of America,Tennessee,Davidson,Nashville-Davidson
USER_6879cfc3,United States of America,New York,Queens County,NYC
USER_9822170a,United States of America,Texas,Fort Bend County,Missouri City
USER_4f79de32,United States of America,Delaware,Kent,Dover
USER_c6aa8702,United States of America,New York,Westchester,Mount Vernon
USER_732a1b06,United States of America,Missouri,Jackson,Kansas City
USER_f73a7a57,United States of America,Pennsylvania,Dauphin,Middletown
USER_40b5babf,United States of America,New York,Westchester,Mount Vernon
USER_4c2a27df,United States of America,Texas,Harris,Houston
USER_a2a7ede0,United States of America,New York,Bronx County,NYC
USER_4015fe59,United States of America,Florida,Broward County,Sunrise
USER_71b73013,United States of America,New York,New York,NYC
USER_cc720428,United States of America,New York,Kings,NYC
USER_269f4a30,United States of America,Pennsylvania,Monroe County,UKN
USER_10c69dd3,United States of America,Ohio,Cuyahoga County,East Cleveland
USER_f2a2b398,United States of America,New York,Kings,NYC
USER_5afdcb01,United States of America,New York,Ontario,UKN
USER_0686b67f,United States of America,Illinois,Kane County,Montgomery
USER_a58b9cc8,United States of America,Ohio,Summit,Akron
USER_7af2fee2,United States of America,Texas,Fort Bend,Missouri City
USER_d7b1c5da,United States of America,Florida,Miami-Dade County,Miami Gardens
USER_e3cb6345,United States of America,New York,New York,NYC
USER_a66f1974,United States of America,New York,New York,NYC
USER_70d6104c,United States of America,Georgia,Dougherty,Albany
USER_b9113863,United States of America,North Carolina,Guilford,UKN
USER_70459f6c,United States of America,Tennessee,Davidson,Nashville-Davidson
USER_db6c2232,United States of America,New York,Kings,NYC
USER_741b1b37,United States of America,California,San Bernardino County,San Bernardino
USER_5c134c1b,United States of America,UKN,District of Columbia,Washington
USER_292df7ad,United States of America,New Jersey,Bergen County,Fort Lee
USER_5c5db03c,United States of America,North Carolina,Wake,Fuquay-Varina
USER_75667382,United States of America,New York,New York,NYC
USER_62aae6a7,United States of America,Georgia,Muscogee,Columbus
USER_b767aa0d,United States of America,Missouri,St. Louis County,Brentwood
USER_eeb22eca,United States of America,UKN,District of Columbia,UKN
USER_32179a06,United States of America,New York,New York,NYC
USER_8cc96655,United States of America,New York,Kings County,NYC
USER_6a57b09a,United States of America,California,Los Angeles County,Inglewood
USER_59e62d83,United States of America,Georgia,DeKalb County,UKN
USER_d886bd3a,United States of America,Georgia,Fulton County,Atlanta
USER_9375f916,United States of America,New York,Kings,NYC
USER_2cf9f7f9,United States of America,Florida,Miami-Dade County,Miami Beach
USER_c7703eb6,United States of America,Mississippi,Hinds,Jackson
USER_97127cbc,United States of America,New York,Westchester,Mount Vernon
USER_808b3114,United States of America,Missouri,UKN,Bellefontaine Neighbors
USER_02a9ea02,United States of America,Virginia,Chesterfield,Ettrick
USER_d472a5fd,United States of America,New York,Kings County,NYC
USER_2d6bf1eb,United States of America,New York,Kings,NYC
USER_a389015c,United States of America,California,San Bernardino County,Rancho Cucamonga
USER_218f90a6,United States of America,California,San Diego County,San Diego
USER_baf1d4e0,United States of America,New Jersey,Mercer,East Windsor Township
USER_6b51eaf6,United States of America,New York,Kings,NYC
USER_5a597713,United States of America,New York,Nassau,Elmont
USER_58ed8c3e,United States of America,Missouri,St. Charles,UKN
USER_50787830,United States of America,New York,Kings,NYC
USER_22e842ff,United States of America,Virginia,Norfolk (city),Norfolk
USER_adf07f22,United States of America,New York,Nassau,Garden City South
USER_638148d9,United States of America,New York,Queens County,NYC
USER_1043e3f8,United States of America,New York,Queens County,NYC
USER_92edae56,United States of America,New York,New York,NYC
USER_185218bf,United States of America,Massachusetts,Suffolk County,Boston
USER_acdbc8fa,United States of America,Louisiana,Orleans,New Orleans
USER_861de062,United States of America,Washington,King,UKN
USER_50fc9cc8,United States of America,Connecticut,Fairfield,Norwalk
USER_c13ccf9c,United States of America,Texas,Dallas,Dallas
USER_948d9fbe,United States of America,Pennsylvania,Philadelphia County,Philadelphia
USER_20cb19d7,United States of America,Maryland,Prince George's,Lake Arbor
USER_efe3e327,United States of America,Ohio,Cuyahoga County,Middleburg Heights
USER_58ffa72a,Canada,Ontario,UKN,Hamilton
USER_a807559c,United States of America,Georgia,Gwinnett County,Buford
USER_6326af31,United States of America,New York,Nassau,New Cassel
USER_24734b08,United States of America,New York,Kings,NYC
USER_6baaea0c,United States of America,Georgia,DeKalb County,UKN
USER_66f01a8b,United States of America,California,San Bernardino County,San Bernardino
USER_8b523bd6,United States of America,Ohio,Franklin County,Columbus
USER_f7075786,United States of America,New York,Kings County,NYC
USER_e1568a94,United States of America,New York,Queens County,NYC
USER_4d84b66e,United States of America,New York,Nassau,Woodbury
USER_82371bc8,United States of America,Massachusetts,Bristol County,Taunton
USER_534496d1,United States of America,Maryland,Montgomery County,Wheaton-Glenmont
USER_b6883819,United States of America,North Carolina,Onslow,Jacksonville
USER_1e0e8b2c,United States of America,Pennsylvania,Philadelphia County,Philadelphia
USER_beb96957,United States of America,New York,Kings County,NYC
USER_4ff125fb,United States of America,Illinois,Cook,Chicago
USER_a90b5d13,United States of America,California,Los Angeles County,Santa Monica
USER_e57d242a,United States of America,New Jersey,Bergen,Teaneck Township
USER_27e80c9a,United States of America,New York,Kings County,NYC
USER_8a3335b9,United States of America,Mississippi,Hinds,Jackson
USER_5d36cd2e,United States of America,Illinois,Peoria,Bartonville
USER_d591d45c,United States of America,Maryland,Anne Arundel County,UKN
USER_72a2864f,United States of America,California,Los Angeles,South El Monte
USER_aeb3059e,United States of America,Ohio,Cuyahoga County,Cleveland Heights
USER_2929b0da,United States of America,Kentucky,Franklin,UKN
USER_058a60fe,United States of America,Georgia,DeKalb County,UKN
USER_90c03a21,United States of America,New York,Nassau,Westbury
USER_a9791be7,United States of America,Arizona,Pima,Tucson
USER_292687d0,United States of America,Virginia,Prince William County,UKN
USER_1fa6edbe,United States of America,Maryland,Baltimore,Baltimore
USER_a8cecd53,United States of America,New York,New York,NYC
USER_664d2ef9,United States of America,Tennessee,Shelby,Memphis
USER_b6982ec6,United States of America,Virginia,Petersburg (city),Petersburg
USER_5549038a,United States of America,New York,Queens County,NYC
USER_4de33d54,United States of America,New York,Kings,NYC
USER_3d09f886,United States of America,Texas,Harris County,Houston
USER_02610fd8,United States of America,New York,Kings,NYC
USER_2781acaa,United States of America,New York,Kings,NYC
USER_8ca98bb4,United States of America,California,Los Angeles County,Glendale
USER_79aab788,United States of America,Texas,Harris,UKN
USER_7d4c1b63,United States of America,Texas,Fort Bend,Southside Place
USER_97e01759,United States of America,California,SF,San Francisco
USER_9660156c,United States of America,Ohio,Franklin County,Reynoldsburg
USER_1a11fba7,United States of America,New York,Bronx County,NYC
USER_8a6905bf,United States of America,Alabama,Talladega,UKN
USER_d0eed345,United States of America,Kansas,Johnson,Mission
USER_6e899c84,United States of America,New York,Kings County,NYC
USER_b2ec8f6f,United States of America,New York,Queens County,NYC
USER_784e8953,United States of America,North Carolina,Durham,Durham
USER_4464829e,United States of America,New York,New York,NYC
USER_47895e78,United States of America,Ohio,Summit County,UKN
USER_fc5e5a50,United States of America,New York,New York,NYC
USER_192a6d12,United States of America,North Carolina,Cumberland County,UKN
USER_e6c83ba3,United States of America,Ohio,Franklin County,Columbus
USER_d53eb27f,United States of America,California,Los Angeles,Beverly Hills
USER_d04a41d0,United States of America,New York,Westchester,New Rochelle
USER_b9ce6a20,United States of America,Louisiana,Jefferson,Woodmere
USER_af5a32dc,United States of America,Kansas,Leavenworth,Leavenworth
USER_65d60d1f,United States of America,New York,Bronx County,NYC
USER_e14ef7b2,United States of America,New York,Kings,NYC
USER_07be660a,United States of America,Ohio,Mahoning County,Youngstown
USER_1af09980,United States of America,New York,Kings County,NYC
USER_5f1c68b5,Bermuda,UKN,Pembroke,UKN
USER_79c725a9,United States of America,New Jersey,Essex County,Newark
USER_65143d2f,United States of America,Michigan,Kalamazoo,UKN
USER_661e0d11,United States of America,Alabama,Tuscaloosa,Tuscaloosa
USER_980568e4,United States of America,Florida,Broward County,Davie
USER_7a03166a,United States of America,Mississippi,Oktibbeha,Starkville
USER_959688c2,United States of America,Georgia,Fulton County,Sandy Springs
USER_a75f8270,United States of America,New York,Westchester,Greenville
USER_e42c04f2,United States of America,Michigan,Ingham,East Lansing
USER_ebe0c4d7,United States of America,Texas,Dallas,Dallas
USER_aa5826ce,United States of America,North Carolina,Guilford,Greensboro
USER_ccbaa37f,United States of America,Virginia,Chesterfield,Ettrick
USER_8a318f42,United States of America,California,Los Angeles County,UKN
USER_d40d61ef,United States of America,New York,Kings,NYC
USER_76f5bd65,United States of America,California,Los Angeles County,L.A.
USER_7dbf766b,United States of America,Michigan,Oakland,Royal Oak
USER_42fe4a4a,United States of America,Michigan,Wayne,Detroit
USER_87de924e,United States of America,Connecticut,Fairfield,Stamford
USER_7db16430,United States of America,Georgia,Bulloch County,Statesboro
USER_6e426982,United States of America,Tennessee,Davidson,Nashville-Davidson
USER_3a4337f4,United States of America,New York,New York,NYC
USER_939d6e91,United States of America,New York,Bronx County,NYC
USER_e4786077,United States of America,New York,Queens County,NYC
USER_bff552f7,United States of America,California,San Diego County,San Diego
USER_05d21bea,United States of America,Texas,Harris,Houston
USER_d4f6aa4e,United States of America,Ohio,Portage County,Kent
USER_d8a2702f,United States of America,Rhode Island,Providence,Providence
USER_4d95f906,United States of America,California,San Bernardino County,Rancho Cucamonga
USER_1d83eff1,United States of America,Georgia,Carroll,UKN
USER_17436f9d,United States of America,New York,Queens County,NYC
USER_ef4c936a,United States of America,Washington,Pierce,Tacoma
USER_fedbeaa3,México,Chihuahua,UKN,Chihuahua
USER_c647230d,United States of America,Virginia,Montgomery County,Blacksburg
USER_62d0f74c,United States of America,New Jersey,Essex,Newark
USER_c9ef2cfa,United States of America,New York,Kings County,NYC
USER_bf2ea564,United States of America,Pennsylvania,Union,UKN
USER_d5f2910e,United States of America,New Jersey,Passaic,Paterson
USER_86cd2519,United States of America,Arizona,Pima,Tucson
USER_0f75fe3a,United States of America,California,Sacramento County,Sacramento
USER_83a5ad2d,United States of America,New York,Queens County,NYC
USER_1ae67dda,United States of America,Texas,Brazoria County,Pearland
USER_46c85d15,United States of America,Georgia,Troup,LaGrange
USER_5657b082,United States of America,Texas,Dallas,Dallas
USER_20b5c77e,United States of America,Indiana,Delaware,Muncie
USER_72ae7fe8,United States of America,New Jersey,Burlington,UKN
USER_d42a1fdf,United States of America,Tennessee,Davidson,Nashville-Davidson
USER_834ef573,United States of America,Indiana,Vigo,Terre Haute
USER_5a79575c,United States of America,Maryland,Wicomico,Salisbury
USER_4eade91d,United States of America,Michigan,Wayne County,Brownstown Township
USER_7f178917,United States of America,New York,New York,NYC
USER_a2f92b9e,United States of America,Florida,Hillsborough County,UKN
USER_7321e3ae,United States of America,Maryland,Baltimore County,Rossville
USER_55a74748,United States of America,California,Ventura,Ventura
USER_0f34ae7b,United States of America,UKN,District of Columbia,Washington
USER_ee9c8bbc,United States of America,California,San Bernardino County,Ontario
USER_5ab4ff69,United States of America,California,San Bernardino County,Chino Hills
USER_a03abd8e,United States of America,Ohio,Cuyahoga County,Cleveland
USER_d53d6b02,United States of America,Maryland,Montgomery County,UKN
USER_fd39aefb,United States of America,New York,Kings,NYC
USER_d77958f1,United States of America,California,Riverside County,Riverside
USER_f2341b01,United States of America,New York,Kings,NYC
USER_f8f0e9a9,United States of America,North Carolina,Guilford,Greensboro
USER_b8b04c26,United States of America,Texas,Harris,Houston
USER_1d435476,United States of America,Maryland,Prince George's,Lake Arbor
USER_c23b5151,United States of America,Washington,Thurston County,Tumwater
USER_f71ba1f8,United States of America,Washington,King,Seattle
USER_b3eabb11,United States of America,Texas,Montgomery,UKN
USER_b2c32489,United States of America,New York,Bronx County,NYC
USER_a8281d52,United States of America,Virginia,Richmond (city),Richmond
USER_f6e128d8,United States of America,California,Los Angeles,Lomita
USER_529047f3,United States of America,Kentucky,Boone County,UKN
USER_dc9c614b,United States of America,Connecticut,New Haven County,Milford city (balance)
USER_f924a2be,United States of America,Georgia,Fulton County,Atlanta
USER_5db327a9,United States of America,Ohio,Lucas,UKN
USER_d7ee1e1d,United States of America,Louisiana,East Baton Rouge,Baton Rouge
USER_489f7b9f,United States of America,Ohio,Franklin County,Columbus
USER_76626924,United States of America,New Jersey,Bergen,Englewood
USER_78fdf2cf,United States of America,Illinois,DuPage,Carol Stream
USER_26d125e3,United States of America,Virginia,Fairfax,Lorton
USER_6af0ddec,United States of America,New York,Richmond,NYC
USER_c6082502,United States of America,Ohio,Mahoning County,Struthers
USER_077a53c2,United States of America,Massachusetts,Suffolk County,Boston
USER_d4afdb3a,United States of America,New York,Westchester,Mount Vernon
USER_fc3e7b1c,United States of America,Virginia,Norfolk (city),Norfolk
USER_2c5739d4,United States of America,Georgia,Bulloch County,Statesboro
USER_05502aa6,United States of America,Georgia,DeKalb County,UKN
USER_9719e780,United States of America,California,SF,San Francisco
USER_86317dcd,United States of America,Georgia,Fulton County,Atlanta
USER_113b2aee,United States of America,Georgia,Douglas,UKN
USER_3c646e37,United States of America,New York,Kings,NYC
USER_3839a806,United States of America,California,San Bernardino County,Fontana
USER_46d38fb3,United States of America,New York,Dutchess,UKN
USER_582fd752,United States of America,Maryland,Prince George's,Greenbelt
USER_3fc8c5e6,United States of America,UKN,District of Columbia,Washington
USER_0ec8b2ec,United States of America,California,San Diego County,San Diego
USER_3a5794b4,United States of America,North Carolina,Wake County,UKN
USER_488065ba,United States of America,Michigan,Wayne,Dearborn Heights
USER_7b552b7c,United States of America,New York,New York,NYC
USER_221266a8,United States of America,Colorado,Weld,UKN
USER_3ce3afb3,United States of America,Georgia,Fulton County,Atlanta
USER_47e8255e,United States of America,Rhode Island,Providence,Providence
USER_00e2d727,United States of America,New York,Queens County,NYC
USER_3a31710b,United States of America,New York,Queens County,NYC
USER_78761abf,United States of America,California,Riverside County,Temecula
USER_cfd24cb2,United States of America,Illinois,Cook,Chicago
USER_00bd76af,United States of America,South Carolina,Charleston,Charleston
USER_a75a24e8,United States of America,Minnesota,Hennepin County,Minneapolis
USER_56c5cb17,United States of America,South Carolina,Spartanburg County,Valley Falls
USER_6efc8637,United States of America,New York,New York,NYC
USER_9506fb5f,México,Nuevo León,San Pedro Garza García,UKN
USER_c975ee68,Canada,Ontario,UKN,Toronto
USER_dfa30ff0,United States of America,New York,Queens County,NYC
USER_68f67158,United States of America,Alabama,Madison,UKN
USER_2871624c,United States of America,New York,Bronx County,NYC
USER_6a3ee425,United States of America,Florida,Orange County,Orlando
USER_42aae31b,United States of America,North Carolina,Mecklenburg,UKN
USER_a92a8e65,United States of America,California,Los Angeles County,L.A.
USER_86591d3d,United States of America,New York,Delaware County,UKN
USER_fdc558f4,United States of America,Connecticut,Hartford,Hartford
USER_1cc0e186,United States of America,Ohio,Cuyahoga County,University Heights
USER_6f84f616,United States of America,Nevada,Clark County,Las Vegas
USER_d1fcf8ec,United States of America,New York,Kings County,NYC
USER_b0b57c7f,United States of America,California,San Diego County,San Diego
USER_1e2ec93e,United States of America,California,Santa Clara County,Los Gatos
USER_3d46686d,United States of America,Ohio,Wood,UKN
USER_65a02a5b,United States of America,North Carolina,Cumberland,Fayetteville
USER_2e418529,United States of America,New York,Bronx County,NYC
USER_132d5f81,United States of America,Illinois,Champaign County,UKN
USER_4df41f95,United States of America,Virginia,Suffolk (city),Norfolk
USER_2af872fd,United States of America,Arizona,Maricopa,UKN
USER_42b5b823,Canada,Ontario,UKN,Hamilton
USER_084ce539,United States of America,Arkansas,Faulkner,Conway
USER_bdabe361,United States of America,New Jersey,Passaic,Passaic
